	GO	0	1	2
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_0	GO:0006412 translation	-53.997/0.000	0.000/-37.566	-0.063/-0.538
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_1	GO:0003735 structural constituent of ribosome	-52.387/0.000	0.000/-37.104	0.000/-1.131
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_2	GO:0005840 ribosome	-50.963/0.000	0.000/-36.086	0.000/-1.110
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_3	GO:0030529 ribonucleoprotein complex	-50.416/0.000	0.000/-36.810	-0.029/-0.609
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_4	GO:0019843 rRNA binding	-41.477/0.000	0.000/-30.372	0.000/-0.772
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_5	GO:0003723 RNA binding	-32.408/0.000	0.000/-22.431	-0.140/-0.337
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_6	GO:0000049 tRNA binding	-13.161/-0.000	-0.000/-9.430	0.000/-0.333
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_7	GO:0015934 large ribosomal subunit	-9.481/0.000	0.000/-7.290	0.000/-0.145
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_8	GO:0015935 small ribosomal subunit	-8.116/-0.000	-0.000/-6.244	0.000/-0.125
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_9	GO:0004812 aminoacyl-tRNA ligase activity	-6.010/-0.000	-0.000/-5.150	-0.464/-0.055
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_10	GO:0042777 plasma membrane ATP synthesis coupled proton transport	-5.398/0.000	-0.000/-4.156	0.000/-0.083
d6_clust2_FDR0.01_discrete_vs_4.txt_PO_go_P.1_PAGE_11	GO:0006417 regulation of translation	-5.249/-0.000	-0.000/-4.568	-0.360/-0.048
